peppermint,dittany,lavender,ginger_root_width(mm),powdered_dragon_claw(mg),fluxweed(mg),drops_of_tree_wood_oil,fire_seed,rose_petal,daisy_root_width,daisy_root_height,water(ml),dragon_blood(ml),porcupine_quills,drops_of_red_wine,gillyweed(mg),honey(mg),morning_dew,ginger_root_height(mm),leech_juice(ml)
1.0,0.0,0.0,1880.0,11.0,10.0,1744.0,1.0,0.0,14.0,20.0,1041.0,2.2,17.0,10.0,49.0,2.5,0.0,386.0,132.0
1.0,1.0,1.0,1690.0,6.0,3.0,3119.0,1.0,1.0,8.0,21.0,505.0,2.7,11.0,3.0,15.0,3.8,0.0,1497.0,133.0
1.0,1.0,1.0,1208.0,9.0,9.0,3466.0,1.0,1.0,12.0,21.0,1591.0,2.9,8.0,2.0,60.0,2.6,1.0,321.0,87.0
1.0,1.0,0.0,1663.0,21.0,8.0,2786.0,0.0,0.0,8.0,14.0,1811.0,2.7,22.0,8.0,25.0,2.5,1.0,435.0,125.0
1.0,1.0,1.0,1919.0,2.0,4.0,3280.0,1.0,0.0,8.0,10.0,827.0,2.1,4.0,2.0,25.0,2.5,0.0,208.0,88.0
1.0,0.0,0.0,965.0,18.0,7.0,1887.0,1.0,1.0,11.0,12.0,1804.0,2.5,9.0,10.0,29.0,3.2,1.0,455.0,118.0
0.0,1.0,0.0,1644.0,11.0,10.0,3078.0,0.0,1.0,6.0,9.0,969.0,2.6,20.0,6.0,27.0,3.6,1.0,245.0,94.0
1.0,1.0,0.0,625.0,18.0,6.0,1815.0,1.0,1.0,15.0,18.0,1778.0,2.1,22.0,12.0,37.0,4.1,1.0,280.0,174.0
1.0,0.0,0.0,1944.0,22.0,6.0,1262.0,1.0,0.0,4.0,11.0,1571.0,2.3,19.0,19.0,46.0,4.8,0.0,47.0,112.0
0.0,0.0,0.0,1045.0,16.0,10.0,1718.0,1.0,1.0,7.0,9.0,1011.0,2.6,17.0,4.0,4.0,3.0,0.0,914.0,104.0
0.0,1.0,0.0,1264.0,19.0,7.0,465.0,1.0,1.0,8.0,16.0,1332.0,2.3,13.0,16.0,5.0,3.3,0.0,982.0,85.0
1.0,1.0,1.0,1659.0,4.0,3.0,2777.0,0.0,0.0,10.0,15.0,1423.0,2.4,16.0,2.0,59.0,4.8,0.0,783.0,167.0
1.0,1.0,1.0,1899.0,19.0,5.0,3609.0,0.0,1.0,12.0,14.0,1514.0,2.1,8.0,10.0,20.0,2.5,1.0,1081.0,90.0
1.0,0.0,0.0,1795.0,18.0,3.0,2779.0,1.0,1.0,4.0,11.0,589.0,2.7,16.0,6.0,8.0,4.3,1.0,614.0,172.0
1.0,0.0,1.0,1210.0,15.0,7.0,1631.0,1.0,1.0,8.0,10.0,1697.0,2.5,13.0,4.0,49.0,2.5,1.0,310.0,191.0
1.0,1.0,1.0,1659.0,5.0,6.0,2333.0,1.0,1.0,14.0,20.0,533.0,2.5,22.0,2.0,14.0,2.5,0.0,160.0,123.0
1.0,0.0,1.0,1094.0,5.0,3.0,1479.0,0.0,0.0,2.0,14.0,1174.0,2.7,8.0,2.0,29.0,3.9,0.0,609.0,166.0
1.0,1.0,1.0,1474.0,20.0,8.0,3568.0,0.0,1.0,8.0,19.0,1775.0,2.6,15.0,18.0,34.0,4.5,0.0,1217.0,172.0
0.0,0.0,0.0,1141.0,18.0,8.0,3099.0,1.0,1.0,2.0,7.0,1838.0,2.1,20.0,5.0,28.0,3.7,1.0,410.0,136.0
1.0,1.0,0.0,1494.0,20.0,8.0,2186.0,1.0,0.0,11.0,15.0,1556.0,2.1,22.0,9.0,25.0,4.8,0.0,701.0,107.0
1.0,1.0,1.0,1541.0,8.0,10.0,2296.0,1.0,0.0,9.0,10.0,1839.0,2.9,22.0,7.0,14.0,3.0,0.0,1422.0,105.0
1.0,1.0,1.0,958.0,10.0,7.0,584.0,1.0,1.0,9.0,17.0,1031.0,2.2,6.0,7.0,7.0,3.9,1.0,266.0,173.0
1.0,0.0,1.0,1620.0,19.0,5.0,3368.0,1.0,0.0,10.0,20.0,618.0,2.8,15.0,15.0,46.0,3.9,1.0,653.0,83.0
1.0,1.0,1.0,1807.0,9.0,5.0,1906.0,0.0,0.0,10.0,14.0,866.0,2.3,15.0,5.0,37.0,3.7,1.0,665.0,105.0
0.0,0.0,0.0,1959.0,22.0,7.0,1384.0,0.0,1.0,9.0,14.0,690.0,2.2,10.0,11.0,42.0,4.5,1.0,378.0,111.0
1.0,0.0,1.0,698.0,3.0,10.0,3146.0,0.0,1.0,4.0,18.0,1990.0,2.1,16.0,2.0,18.0,2.5,0.0,155.0,96.0
1.0,1.0,0.0,1081.0,4.0,4.0,1859.0,1.0,1.0,6.0,10.0,1131.0,2.5,7.0,2.0,51.0,4.8,1.0,1072.0,187.0
1.0,0.0,0.0,835.0,14.0,3.0,2787.0,1.0,1.0,12.0,17.0,1111.0,2.9,18.0,8.0,59.0,4.8,0.0,126.0,153.0
1.0,0.0,1.0,1184.0,11.0,7.0,834.0,1.0,1.0,5.0,9.0,1951.0,2.1,21.0,4.0,33.0,2.5,0.0,839.0,147.0
1.0,0.0,1.0,1183.0,8.0,6.0,1995.0,1.0,0.0,2.0,11.0,1975.0,2.8,7.0,7.0,41.0,3.6,0.0,794.0,154.0
1.0,1.0,1.0,1834.0,21.0,5.0,2061.0,1.0,1.0,2.0,7.0,1549.0,2.7,17.0,4.0,16.0,5.0,0.0,1044.0,200.0
1.0,0.0,1.0,1438.0,3.0,8.0,495.0,1.0,0.0,11.0,20.0,866.0,2.3,12.0,2.0,55.0,3.6,1.0,264.0,90.0
1.0,0.0,1.0,1541.0,16.0,9.0,286.0,1.0,0.0,11.0,14.0,538.0,2.3,6.0,14.0,5.0,4.4,1.0,1388.0,184.0
1.0,1.0,1.0,1433.0,10.0,3.0,1668.0,0.0,1.0,6.0,17.0,834.0,2.6,22.0,7.0,24.0,2.5,1.0,345.0,200.0
1.0,0.0,1.0,582.0,20.0,8.0,3215.0,1.0,1.0,16.0,17.0,1845.0,2.7,17.0,15.0,18.0,3.8,1.0,120.0,136.0
1.0,0.0,0.0,934.0,16.0,5.0,895.0,0.0,1.0,8.0,11.0,1191.0,2.5,15.0,15.0,10.0,4.3,1.0,381.0,200.0
1.0,1.0,0.0,792.0,16.0,6.0,3293.0,0.0,0.0,4.0,13.0,1124.0,2.6,15.0,11.0,4.0,3.2,1.0,333.0,122.0
1.0,1.0,0.0,656.0,22.0,10.0,510.0,0.0,1.0,3.0,7.0,1570.0,3.0,8.0,18.0,35.0,2.5,1.0,415.0,152.0
1.0,0.0,1.0,1115.0,16.0,9.0,2462.0,0.0,1.0,7.0,12.0,1833.0,2.2,20.0,5.0,46.0,4.3,0.0,439.0,150.0
1.0,0.0,1.0,667.0,8.0,6.0,3907.0,1.0,1.0,4.0,8.0,1571.0,2.9,6.0,6.0,56.0,3.6,0.0,373.0,192.0
1.0,1.0,1.0,1368.0,7.0,5.0,3917.0,1.0,0.0,10.0,11.0,1408.0,2.8,4.0,4.0,36.0,2.5,0.0,1019.0,100.0
1.0,1.0,0.0,1460.0,4.0,8.0,1230.0,0.0,1.0,8.0,10.0,1331.0,2.9,8.0,3.0,54.0,3.0,0.0,1055.0,183.0
1.0,0.0,1.0,740.0,9.0,4.0,414.0,0.0,1.0,13.0,19.0,1899.0,2.3,4.0,4.0,56.0,3.9,0.0,632.0,156.0
0.0,0.0,0.0,1536.0,8.0,8.0,1339.0,0.0,1.0,9.0,14.0,630.0,2.2,16.0,7.0,62.0,3.8,1.0,1049.0,89.0
0.0,0.0,0.0,576.0,3.0,10.0,2202.0,1.0,1.0,16.0,20.0,1343.0,2.4,17.0,2.0,38.0,4.1,1.0,475.0,109.0
0.0,0.0,0.0,590.0,9.0,7.0,1863.0,1.0,0.0,12.0,15.0,975.0,2.5,18.0,7.0,55.0,2.5,1.0,107.0,198.0
1.0,0.0,0.0,984.0,2.0,7.0,1972.0,0.0,1.0,10.0,18.0,1227.0,2.1,17.0,2.0,17.0,4.4,1.0,842.0,157.0
1.0,0.0,0.0,1894.0,15.0,9.0,3904.0,1.0,1.0,5.0,11.0,1079.0,2.8,5.0,3.0,60.0,3.7,0.0,137.0,88.0
1.0,1.0,1.0,1779.0,5.0,4.0,2404.0,0.0,0.0,12.0,14.0,1662.0,2.8,16.0,4.0,26.0,2.6,1.0,225.0,171.0
1.0,0.0,0.0,1773.0,5.0,10.0,2931.0,1.0,0.0,6.0,12.0,627.0,2.8,19.0,4.0,44.0,4.7,0.0,205.0,140.0
1.0,0.0,1.0,592.0,11.0,9.0,698.0,1.0,0.0,9.0,16.0,1804.0,2.6,5.0,2.0,12.0,4.7,1.0,255.0,103.0
0.0,1.0,0.0,1812.0,3.0,5.0,1154.0,0.0,0.0,5.0,10.0,1516.0,2.2,22.0,2.0,29.0,4.9,1.0,188.0,120.0
1.0,1.0,1.0,1011.0,3.0,10.0,3562.0,0.0,1.0,3.0,13.0,635.0,2.1,18.0,2.0,51.0,4.2,1.0,531.0,141.0
1.0,1.0,1.0,777.0,10.0,3.0,2197.0,1.0,1.0,6.0,7.0,1751.0,2.8,6.0,9.0,51.0,2.5,0.0,472.0,180.0
1.0,1.0,1.0,1098.0,22.0,5.0,1701.0,0.0,0.0,12.0,19.0,1101.0,2.3,5.0,15.0,63.0,2.5,1.0,395.0,148.0
1.0,1.0,1.0,883.0,3.0,3.0,326.0,0.0,0.0,12.0,16.0,1652.0,2.7,4.0,2.0,40.0,4.3,1.0,775.0,91.0
1.0,1.0,1.0,1967.0,19.0,8.0,1498.0,0.0,0.0,6.0,8.0,1566.0,2.5,9.0,6.0,27.0,4.3,1.0,1261.0,191.0
1.0,0.0,1.0,1818.0,18.0,9.0,2979.0,0.0,1.0,6.0,8.0,975.0,2.2,4.0,7.0,59.0,3.5,0.0,459.0,192.0
1.0,1.0,0.0,738.0,18.0,6.0,3330.0,0.0,1.0,11.0,12.0,961.0,2.4,12.0,17.0,15.0,3.7,1.0,89.0,157.0
1.0,0.0,1.0,1654.0,8.0,7.0,516.0,0.0,0.0,6.0,9.0,1717.0,2.1,15.0,6.0,5.0,3.9,0.0,81.0,173.0
1.0,0.0,1.0,770.0,14.0,5.0,2565.0,0.0,0.0,6.0,20.0,1489.0,2.7,16.0,8.0,59.0,2.5,0.0,142.0,86.0
0.0,1.0,0.0,1905.0,17.0,10.0,2362.0,0.0,0.0,18.0,19.0,562.0,3.0,20.0,16.0,25.0,2.5,1.0,358.0,148.0
1.0,1.0,1.0,1728.0,18.0,6.0,2133.0,1.0,1.0,4.0,9.0,932.0,2.5,8.0,5.0,36.0,2.5,0.0,1052.0,192.0
0.0,1.0,0.0,1235.0,15.0,9.0,1248.0,1.0,1.0,3.0,10.0,1876.0,2.9,4.0,12.0,10.0,4.7,0.0,966.0,168.0
1.0,0.0,0.0,1328.0,21.0,5.0,3993.0,1.0,0.0,4.0,17.0,1569.0,2.8,12.0,5.0,24.0,4.1,0.0,192.0,155.0
1.0,0.0,1.0,1205.0,6.0,7.0,2490.0,0.0,0.0,7.0,15.0,1168.0,2.8,17.0,5.0,27.0,4.0,0.0,61.0,200.0
0.0,1.0,0.0,1064.0,7.0,4.0,473.0,0.0,0.0,6.0,10.0,1449.0,2.7,22.0,5.0,42.0,2.5,0.0,965.0,186.0
1.0,1.0,1.0,1906.0,19.0,3.0,3781.0,0.0,0.0,5.0,11.0,1694.0,2.9,9.0,6.0,4.0,4.1,1.0,1901.0,108.0
1.0,0.0,0.0,1197.0,2.0,5.0,472.0,1.0,0.0,2.0,8.0,506.0,2.5,18.0,2.0,42.0,4.8,0.0,628.0,180.0
1.0,1.0,1.0,844.0,10.0,6.0,3325.0,1.0,1.0,3.0,11.0,627.0,2.2,9.0,7.0,12.0,3.2,1.0,637.0,185.0
1.0,1.0,1.0,621.0,14.0,6.0,1894.0,1.0,1.0,2.0,12.0,1325.0,2.2,17.0,12.0,30.0,4.5,1.0,164.0,133.0
1.0,1.0,1.0,1338.0,2.0,10.0,1356.0,0.0,1.0,15.0,17.0,1595.0,2.7,15.0,2.0,54.0,3.0,1.0,763.0,132.0
1.0,0.0,1.0,1544.0,22.0,5.0,1289.0,1.0,0.0,6.0,15.0,1907.0,2.4,18.0,11.0,38.0,2.6,0.0,827.0,121.0
1.0,0.0,0.0,1686.0,10.0,6.0,1542.0,1.0,0.0,10.0,14.0,1511.0,2.3,5.0,7.0,52.0,2.6,1.0,1012.0,83.0
1.0,1.0,1.0,821.0,20.0,3.0,3621.0,1.0,0.0,10.0,16.0,1886.0,2.8,9.0,9.0,45.0,4.1,1.0,453.0,187.0
1.0,0.0,1.0,884.0,21.0,10.0,2374.0,1.0,0.0,14.0,16.0,1972.0,2.3,4.0,13.0,60.0,3.6,1.0,656.0,82.0
1.0,1.0,1.0,723.0,6.0,5.0,2326.0,0.0,1.0,8.0,12.0,1811.0,2.1,18.0,5.0,61.0,3.7,0.0,641.0,176.0
1.0,1.0,1.0,1411.0,3.0,3.0,3600.0,0.0,1.0,4.0,11.0,1560.0,2.1,14.0,2.0,29.0,4.4,0.0,122.0,148.0
1.0,0.0,1.0,1027.0,12.0,8.0,2459.0,1.0,1.0,9.0,13.0,932.0,2.4,19.0,3.0,16.0,3.3,1.0,79.0,99.0
0.0,0.0,0.0,1972.0,19.0,3.0,1600.0,0.0,0.0,2.0,9.0,1001.0,2.6,10.0,8.0,51.0,3.7,1.0,610.0,134.0
1.0,0.0,1.0,522.0,12.0,6.0,1049.0,1.0,1.0,12.0,16.0,1941.0,2.6,20.0,2.0,57.0,4.8,1.0,322.0,201.0
1.0,1.0,1.0,1345.0,6.0,6.0,3998.0,1.0,1.0,11.0,14.0,586.0,2.4,19.0,3.0,21.0,3.7,1.0,921.0,201.0
1.0,1.0,1.0,1224.0,14.0,8.0,1677.0,1.0,0.0,6.0,20.0,1056.0,2.4,16.0,12.0,40.0,3.1,1.0,1099.0,138.0
0.0,0.0,0.0,912.0,22.0,10.0,1715.0,1.0,0.0,2.0,18.0,1456.0,2.8,21.0,10.0,39.0,3.4,0.0,905.0,82.0
1.0,1.0,1.0,828.0,19.0,8.0,2369.0,1.0,1.0,5.0,7.0,829.0,2.2,17.0,11.0,37.0,2.6,0.0,25.0,89.0
1.0,1.0,0.0,707.0,3.0,5.0,2573.0,1.0,0.0,2.0,13.0,1397.0,2.1,15.0,2.0,25.0,3.8,0.0,215.0,113.0
1.0,1.0,1.0,561.0,15.0,7.0,2713.0,1.0,0.0,4.0,10.0,1880.0,2.3,5.0,7.0,58.0,3.5,1.0,185.0,141.0
0.0,0.0,0.0,1992.0,11.0,5.0,1420.0,1.0,0.0,19.0,21.0,1324.0,2.8,14.0,8.0,9.0,3.7,1.0,179.0,142.0
1.0,0.0,1.0,1269.0,19.0,10.0,1405.0,0.0,0.0,9.0,18.0,674.0,2.1,8.0,9.0,37.0,2.5,0.0,576.0,101.0
1.0,1.0,0.0,1131.0,11.0,9.0,1609.0,0.0,1.0,2.0,17.0,506.0,2.5,12.0,10.0,16.0,3.0,1.0,883.0,191.0
1.0,0.0,0.0,1138.0,3.0,7.0,2480.0,1.0,0.0,10.0,16.0,1951.0,2.1,22.0,2.0,25.0,3.3,0.0,841.0,103.0
1.0,1.0,1.0,1885.0,14.0,3.0,1034.0,1.0,0.0,2.0,12.0,1451.0,2.2,10.0,5.0,12.0,2.8,1.0,1520.0,146.0
1.0,1.0,1.0,1461.0,19.0,7.0,2805.0,0.0,0.0,11.0,21.0,1795.0,2.7,8.0,14.0,46.0,4.7,1.0,657.0,177.0
1.0,0.0,1.0,1985.0,17.0,6.0,2250.0,0.0,1.0,10.0,18.0,848.0,2.1,15.0,2.0,60.0,4.6,0.0,1142.0,125.0
1.0,0.0,0.0,1795.0,13.0,4.0,3414.0,1.0,0.0,10.0,15.0,908.0,2.1,18.0,9.0,20.0,4.1,0.0,1104.0,138.0
1.0,1.0,1.0,1987.0,2.0,9.0,2006.0,1.0,0.0,10.0,13.0,879.0,2.1,11.0,2.0,19.0,3.5,1.0,1066.0,197.0
0.0,1.0,0.0,1486.0,4.0,4.0,2297.0,1.0,1.0,13.0,17.0,1874.0,2.5,18.0,2.0,18.0,2.9,0.0,288.0,82.0
1.0,0.0,0.0,1201.0,2.0,7.0,2660.0,1.0,1.0,2.0,17.0,1426.0,2.6,21.0,2.0,22.0,4.9,0.0,183.0,182.0
0.0,0.0,0.0,1531.0,4.0,7.0,3650.0,0.0,0.0,2.0,11.0,1009.0,2.1,18.0,2.0,47.0,4.0,0.0,1188.0,97.0
1.0,0.0,0.0,694.0,7.0,7.0,2700.0,1.0,1.0,8.0,11.0,1285.0,2.9,19.0,6.0,49.0,3.6,1.0,374.0,95.0
1.0,0.0,1.0,1925.0,8.0,6.0,3959.0,1.0,1.0,17.0,19.0,1285.0,2.2,8.0,2.0,29.0,2.7,0.0,1137.0,82.0
1.0,0.0,1.0,1003.0,8.0,8.0,645.0,1.0,1.0,4.0,16.0,1197.0,2.9,21.0,4.0,10.0,3.1,0.0,329.0,82.0
1.0,1.0,0.0,1607.0,3.0,4.0,3178.0,1.0,0.0,4.0,8.0,665.0,2.6,4.0,2.0,27.0,2.8,0.0,84.0,185.0
1.0,0.0,1.0,1318.0,22.0,10.0,3486.0,0.0,1.0,12.0,13.0,755.0,2.1,18.0,13.0,50.0,2.5,0.0,608.0,123.0
1.0,0.0,1.0,1249.0,11.0,4.0,2387.0,1.0,1.0,9.0,13.0,1033.0,2.1,18.0,4.0,13.0,4.1,0.0,534.0,123.0
1.0,1.0,1.0,1380.0,11.0,10.0,487.0,0.0,1.0,8.0,12.0,715.0,2.4,6.0,9.0,4.0,3.6,1.0,1213.0,183.0
1.0,1.0,1.0,1683.0,9.0,10.0,1307.0,0.0,0.0,7.0,8.0,952.0,2.1,6.0,8.0,57.0,2.5,0.0,88.0,126.0
1.0,0.0,0.0,1769.0,21.0,3.0,3323.0,0.0,1.0,6.0,7.0,1939.0,2.6,16.0,19.0,60.0,3.7,1.0,1730.0,191.0
1.0,0.0,1.0,1235.0,2.0,4.0,1071.0,0.0,0.0,8.0,20.0,1416.0,2.8,16.0,2.0,17.0,2.5,0.0,296.0,170.0
1.0,1.0,0.0,640.0,13.0,3.0,3889.0,0.0,1.0,8.0,10.0,1168.0,2.5,9.0,9.0,61.0,2.5,0.0,439.0,82.0
0.0,0.0,0.0,1044.0,4.0,10.0,1429.0,1.0,0.0,3.0,11.0,525.0,2.1,11.0,3.0,16.0,4.6,1.0,306.0,157.0
1.0,1.0,0.0,1947.0,17.0,9.0,2250.0,0.0,1.0,5.0,21.0,763.0,2.8,17.0,11.0,5.0,2.5,1.0,1327.0,198.0
1.0,0.0,1.0,618.0,6.0,5.0,400.0,1.0,0.0,2.0,19.0,1220.0,2.5,7.0,3.0,16.0,3.8,0.0,231.0,149.0
1.0,1.0,1.0,1729.0,11.0,8.0,3992.0,1.0,1.0,11.0,16.0,721.0,2.4,14.0,2.0,25.0,2.5,1.0,433.0,115.0
1.0,0.0,1.0,1927.0,8.0,3.0,1396.0,1.0,0.0,12.0,18.0,1694.0,2.9,8.0,6.0,48.0,4.3,1.0,676.0,141.0
1.0,1.0,1.0,1042.0,2.0,10.0,3865.0,1.0,1.0,14.0,19.0,1048.0,2.2,11.0,2.0,60.0,4.8,1.0,261.0,102.0
1.0,0.0,1.0,1266.0,5.0,3.0,3703.0,0.0,1.0,11.0,17.0,1699.0,2.1,10.0,3.0,36.0,2.7,1.0,238.0,97.0
1.0,0.0,1.0,1806.0,5.0,7.0,1870.0,0.0,1.0,9.0,18.0,1728.0,2.6,8.0,3.0,44.0,3.9,0.0,1223.0,108.0
1.0,0.0,1.0,620.0,20.0,6.0,3499.0,0.0,1.0,9.0,11.0,880.0,2.5,13.0,15.0,33.0,3.3,1.0,577.0,155.0
1.0,0.0,1.0,657.0,13.0,10.0,3000.0,0.0,1.0,6.0,7.0,1977.0,2.9,15.0,8.0,18.0,3.5,1.0,82.0,130.0
1.0,1.0,0.0,1129.0,22.0,7.0,1459.0,1.0,1.0,12.0,16.0,674.0,2.1,22.0,15.0,63.0,2.6,0.0,726.0,196.0
1.0,0.0,1.0,996.0,12.0,10.0,1960.0,0.0,1.0,7.0,9.0,899.0,2.6,9.0,5.0,4.0,4.0,1.0,2.0,156.0
1.0,0.0,1.0,927.0,22.0,3.0,1592.0,0.0,0.0,2.0,14.0,1370.0,2.2,16.0,12.0,44.0,2.5,0.0,909.0,93.0
0.0,1.0,0.0,743.0,7.0,7.0,856.0,1.0,1.0,2.0,18.0,1498.0,2.5,9.0,6.0,44.0,4.0,1.0,98.0,184.0
0.0,1.0,0.0,1636.0,12.0,7.0,2678.0,1.0,0.0,8.0,14.0,1663.0,3.0,13.0,7.0,25.0,3.9,1.0,848.0,174.0
1.0,1.0,1.0,1489.0,8.0,10.0,3284.0,1.0,1.0,4.0,18.0,614.0,2.8,20.0,3.0,22.0,2.5,1.0,1147.0,181.0
0.0,0.0,0.0,1881.0,16.0,5.0,2421.0,0.0,1.0,7.0,17.0,1874.0,2.6,21.0,7.0,37.0,3.9,0.0,1548.0,113.0
0.0,1.0,0.0,699.0,22.0,7.0,1286.0,0.0,0.0,15.0,19.0,809.0,2.3,4.0,11.0,10.0,2.5,1.0,669.0,160.0
1.0,0.0,1.0,1712.0,18.0,6.0,2075.0,0.0,0.0,7.0,11.0,1602.0,2.3,6.0,3.0,18.0,2.5,1.0,1317.0,96.0
1.0,1.0,1.0,1420.0,8.0,7.0,3319.0,1.0,0.0,3.0,9.0,1528.0,2.3,10.0,4.0,40.0,3.1,1.0,800.0,118.0
1.0,1.0,0.0,1653.0,5.0,3.0,3853.0,1.0,0.0,5.0,12.0,818.0,2.1,16.0,4.0,11.0,5.0,0.0,1198.0,119.0
1.0,1.0,0.0,1855.0,14.0,3.0,3244.0,0.0,1.0,13.0,20.0,636.0,2.2,6.0,7.0,43.0,2.8,0.0,1364.0,194.0
1.0,0.0,1.0,1553.0,14.0,9.0,741.0,0.0,1.0,3.0,20.0,651.0,2.8,4.0,6.0,21.0,3.4,1.0,346.0,192.0
1.0,0.0,0.0,541.0,6.0,4.0,3866.0,1.0,0.0,5.0,15.0,871.0,2.1,13.0,5.0,36.0,3.3,0.0,480.0,106.0
1.0,1.0,0.0,1252.0,21.0,10.0,1814.0,1.0,0.0,2.0,7.0,1825.0,2.6,21.0,13.0,12.0,4.8,1.0,364.0,83.0
1.0,1.0,0.0,1092.0,3.0,6.0,2194.0,0.0,0.0,15.0,17.0,942.0,2.7,11.0,2.0,18.0,4.9,1.0,501.0,117.0
1.0,0.0,0.0,1665.0,9.0,3.0,3121.0,1.0,0.0,6.0,11.0,1233.0,2.9,17.0,4.0,9.0,2.7,1.0,45.0,115.0
1.0,1.0,1.0,1470.0,14.0,5.0,2534.0,1.0,0.0,7.0,12.0,1268.0,2.2,6.0,2.0,9.0,3.9,1.0,348.0,186.0
1.0,0.0,1.0,1678.0,12.0,10.0,3467.0,1.0,0.0,13.0,18.0,1564.0,2.8,8.0,3.0,22.0,2.5,1.0,680.0,174.0
0.0,1.0,0.0,1431.0,17.0,9.0,883.0,0.0,0.0,5.0,8.0,1687.0,2.6,19.0,16.0,18.0,2.6,1.0,122.0,139.0
0.0,0.0,0.0,1856.0,17.0,10.0,3240.0,1.0,0.0,15.0,18.0,598.0,2.8,12.0,11.0,66.0,4.1,0.0,887.0,113.0
1.0,1.0,1.0,1553.0,2.0,5.0,1381.0,0.0,1.0,3.0,19.0,1578.0,2.6,18.0,2.0,22.0,4.0,0.0,412.0,150.0
1.0,1.0,1.0,1491.0,16.0,7.0,2824.0,0.0,0.0,7.0,17.0,1519.0,2.6,13.0,8.0,50.0,2.5,1.0,804.0,145.0
1.0,0.0,1.0,1306.0,6.0,5.0,1967.0,1.0,0.0,4.0,8.0,1079.0,3.0,8.0,2.0,47.0,4.5,1.0,899.0,176.0
0.0,1.0,0.0,1748.0,9.0,5.0,2261.0,0.0,1.0,14.0,16.0,1494.0,2.9,21.0,7.0,13.0,3.5,1.0,1686.0,87.0
1.0,1.0,1.0,1658.0,12.0,6.0,1797.0,1.0,1.0,5.0,9.0,1543.0,2.5,6.0,8.0,7.0,3.5,1.0,538.0,111.0
1.0,0.0,0.0,1972.0,7.0,6.0,3395.0,0.0,0.0,7.0,8.0,1073.0,2.3,9.0,2.0,51.0,4.6,0.0,1330.0,201.0
1.0,0.0,0.0,1625.0,3.0,6.0,2616.0,0.0,1.0,6.0,7.0,1634.0,2.1,17.0,2.0,43.0,3.4,0.0,708.0,134.0
1.0,1.0,1.0,872.0,12.0,8.0,3568.0,1.0,0.0,7.0,11.0,669.0,2.1,14.0,6.0,8.0,3.3,0.0,274.0,151.0
1.0,0.0,1.0,1745.0,20.0,3.0,2614.0,0.0,0.0,4.0,10.0,1591.0,2.8,18.0,7.0,53.0,4.5,0.0,812.0,197.0
1.0,0.0,1.0,1013.0,7.0,3.0,2066.0,0.0,0.0,9.0,15.0,678.0,2.2,8.0,3.0,41.0,4.2,0.0,866.0,86.0
1.0,0.0,1.0,1111.0,22.0,6.0,2635.0,1.0,1.0,2.0,18.0,1750.0,2.5,11.0,13.0,55.0,2.5,0.0,720.0,116.0
1.0,0.0,1.0,1467.0,13.0,5.0,1324.0,0.0,1.0,4.0,11.0,1347.0,2.1,17.0,9.0,40.0,5.0,0.0,514.0,164.0
1.0,1.0,0.0,943.0,4.0,7.0,3520.0,0.0,0.0,14.0,18.0,910.0,2.6,9.0,3.0,46.0,4.1,1.0,156.0,97.0
1.0,1.0,1.0,1010.0,17.0,8.0,3838.0,1.0,0.0,5.0,17.0,1349.0,2.8,16.0,10.0,55.0,2.9,0.0,963.0,110.0
1.0,0.0,1.0,1976.0,3.0,8.0,792.0,1.0,0.0,8.0,15.0,869.0,2.7,5.0,2.0,6.0,3.4,1.0,72.0,137.0
1.0,1.0,1.0,542.0,3.0,8.0,350.0,0.0,1.0,7.0,9.0,1182.0,2.1,21.0,2.0,29.0,4.5,1.0,170.0,92.0
0.0,1.0,0.0,1201.0,22.0,9.0,3627.0,1.0,1.0,3.0,19.0,1036.0,2.7,14.0,8.0,39.0,4.7,1.0,709.0,122.0
1.0,1.0,0.0,1871.0,9.0,3.0,2345.0,0.0,1.0,15.0,21.0,1777.0,2.1,16.0,5.0,43.0,3.5,1.0,1635.0,165.0
0.0,1.0,0.0,618.0,7.0,8.0,3870.0,0.0,1.0,3.0,7.0,1779.0,2.6,9.0,5.0,22.0,5.0,1.0,513.0,190.0
1.0,0.0,0.0,1547.0,17.0,6.0,1338.0,0.0,1.0,7.0,10.0,1665.0,2.6,17.0,2.0,42.0,2.5,0.0,953.0,149.0
1.0,0.0,1.0,1287.0,9.0,7.0,318.0,0.0,0.0,16.0,17.0,1139.0,2.9,19.0,8.0,5.0,4.2,0.0,1252.0,175.0
1.0,1.0,1.0,1290.0,3.0,5.0,294.0,0.0,1.0,2.0,10.0,744.0,2.7,8.0,2.0,38.0,2.5,1.0,1163.0,141.0
1.0,1.0,1.0,1615.0,20.0,5.0,1144.0,0.0,0.0,11.0,15.0,1022.0,2.7,10.0,15.0,9.0,3.5,0.0,872.0,98.0
0.0,1.0,0.0,1423.0,5.0,5.0,2610.0,0.0,1.0,2.0,8.0,922.0,2.8,4.0,4.0,48.0,2.5,0.0,1060.0,151.0
0.0,1.0,0.0,508.0,16.0,6.0,1929.0,1.0,1.0,6.0,19.0,1498.0,2.1,8.0,15.0,40.0,3.9,0.0,503.0,128.0
1.0,1.0,0.0,1656.0,22.0,7.0,3501.0,0.0,0.0,9.0,13.0,950.0,2.1,21.0,16.0,24.0,4.3,1.0,259.0,175.0
